"";"Land";"Elev-ID";"Skole-ID";"Trinn";"Kjønn";"Forventet utdanning";"Likestilling";"Sosioøkonomisk status"
"2039";"Spania";"50970130";"5097";8;"Gutt";"VGS";29,89724;-0,50576
"2040";"Spania";"50980301";"5098";8;"Gutt";"Høyere utdanning";42,6371;-0,20539
"2041";"Spania";"50980302";"5098";8;"Gutt";"Kort utdanning";46,81653;-0,00515
"2042";"Spania";"50980303";"5098";8;"Gutt";"Høyere utdanning";65,704;-0,43066
"2043";"Spania";"50980304";"5098";8;"Jente";"Høyere utdanning";49,42491;-1,04169
"2044";"Spania";"50980305";"5098";8;"Jente";"Høyere utdanning";65,704;-0,14714
"2045";"Spania";"50980306";"5098";8;"Gutt";"Høyere utdanning";49,42491;-0,24515
"2046";"Spania";"50980307";"5098";8;"Gutt";"Høyere utdanning";40,85939;-1,01456
"2047";"Spania";"50980308";"5098";8;"Jente";"Kort utdanning";65,704;-1,40031
"2048";"Spania";"50980309";"5098";8;"Gutt";"Kort utdanning";42,6371;-0,00726
"2049";"Spania";"50980310";"5098";8;"Jente";"VGS";65,704;-0,53079
"2050";"Spania";"50980311";"5098";8;"Gutt";"Kort utdanning";65,704;-0,50786
"2051";"Spania";"50980313";"5098";8;"Gutt";"Kort utdanning";46,81653;-1,20007
"2052";"Spania";"50980315";"5098";8;"Jente";"Kort utdanning";65,704;-1,27516
"2053";"Spania";"50980316";"5098";8;"Gutt";"Kort utdanning";52,66245;0,13029
"2054";"Spania";"50980317";"5098";8;"Gutt";"VGS";49,42491;-0,68097
"2055";"Spania";"50980318";"5098";8;"Jente";"VGS";65,704;-0,12211
"2056";"Spania";"50980319";"5098";8;"Jente";"Kort utdanning";65,704;-0,89151
"2057";"Spania";"50980320";"5098";8;"Jente";"VGS";65,704;0,22011
"2058";"Spania";"50980321";"5098";8;"Gutt";"Høyere utdanning";65,704;0,51394
"2059";"Spania";"50980322";"5098";8;"Jente";"Høyere utdanning";65,704;-0,63091
"2060";"Spania";"50980323";"5098";8;"Jente";"Høyere utdanning";65,704;-0,30551
"2061";"Spania";"50980324";"5098";8;"Jente";"VGS";65,704;-0,7245
"2062";"Spania";"50980325";"5098";8;"Jente";"Høyere utdanning";57,13913;0,38668
"2063";"Spania";"50980326";"5098";8;"Gutt";"VGS";44,59585;-1,52547
"2064";"Spania";"50980327";"5098";8;"Gutt";"VGS";42,6371;-1,66765
"2065";"Spania";"50990401";"5099";8;"Jente";"Kort utdanning";46,81653;-0,60798
"2066";"Spania";"50990402";"5099";8;"Gutt";"VGS";41,19522;0,27626
"2067";"Spania";"50990403";"5099";8;"Gutt";"VGS";46,81653;-0,60263
"2068";"Spania";"50990404";"5099";8;"Jente";"VGS";65,704;-0,60377
"2069";"Spania";"50990406";"5099";8;"Gutt";"Høyere utdanning";42,6371;0,17005
"2070";"Spania";"50990408";"5099";8;"Gutt";"VGS";65,704;-1,23964
"2071";"Spania";"50990409";"5099";8;"Jente";"VGS";65,704;0,28048
"2072";"Spania";"50990410";"5099";8;"Gutt";"VGS";65,704;0,27837
"2073";"Spania";"50990411";"5099";8;"Jente";"Høyere utdanning";65,12546;-0,75817
"2074";"Spania";"50990412";"5099";8;"Jente";"VGS";65,704;1,94887
"2075";"Spania";"50990414";"5099";8;"Gutt";"VGS";36,11853;0,08066
"2076";"Spania";"50990415";"5099";8;"Gutt";"VGS";40,85939;-1,38559
"2077";"Spania";"50990416";"5099";8;"Gutt";"Kort utdanning";49,42491;-2,16152
"2078";"Spania";"50990417";"5099";8;"Annet";"Kort utdanning";65,704;0,09075
"2079";"Spania";"50990418";"5099";8;"Annet";"Ungdomsskole";44,59585;-0,70157
"2080";"Spania";"50990419";"5099";8;"Gutt";"VGS";65,704;0,0264
"2081";"Spania";"50990421";"5099";8;"Gutt";"Kort utdanning";57,13913;-0,01988
"2082";"Spania";"50990422";"5099";8;"Gutt";"VGS";40,85939;-0,22012
"2083";"Spania";"50990423";"5099";8;"Jente";"Ungdomsskole";65,704;-1,86116
"2084";"Spania";"51010201";"5101";8;"Jente";"Ungdomsskole";49,42491;-0,67875
"2085";"Spania";"51010202";"5101";8;"Jente";"Høyere utdanning";65,704;-0,98953
"2086";"Spania";"51010203";"5101";8;"Jente";"Høyere utdanning";65,704;0,37849
"2087";"Spania";"51010204";"5101";8;"Gutt";"Ungdomsskole";52,66245;-0,37452
"2088";"Spania";"51010206";"5101";8;"Jente";"Høyere utdanning";57,13913;-0,76425
"2089";"Spania";"51010207";"5101";8;"Jente";"Høyere utdanning";65,704;0,52656
"2090";"Spania";"51010208";"5101";8;"Jente";"Høyere utdanning";65,704;-0,57874
"2091";"Spania";"51010209";"5101";8;"Jente";"Ungdomsskole";37,63793;0,16352
"2092";"Spania";"51010211";"5101";8;"Jente";"Ungdomsskole";39,20663;0,01123
"2093";"Spania";"51010212";"5101";8;"Gutt";"Ungdomsskole";33,11239;0,25178
"2094";"Spania";"51010213";"5101";8;"Jente";"Høyere utdanning";65,704;0,08632
"2095";"Spania";"51010214";"5101";8;"Jente";"Høyere utdanning";65,704;-0,98953
"2096";"Spania";"51010215";"5101";8;"Gutt";"Høyere utdanning";37,63793;0,21147
"2097";"Spania";"51010217";"5101";8;"Jente";"Høyere utdanning";65,704;-0,33874
"2098";"Spania";"51010218";"5101";8;"Gutt";"Høyere utdanning";44,59585;-1,61086
"2099";"Spania";"51010219";"5101";8;"Jente";"Kort utdanning";57,13913;-0,32024
"2100";"Spania";"51010220";"5101";8;"Jente";"Høyere utdanning";65,704;-1,01456
"2101";"Spania";"51010221";"5101";8;"Jente";"Høyere utdanning";65,704;-0,60377
"2102";"Spania";"51010222";"5101";8;"Gutt";"VGS";39,20663;-1,17504
"2103";"Spania";"51010223";"5101";8;"Gutt";"VGS";37,63793;-1,30019
"2104";"Spania";"51010224";"5101";8;"Jente";"Kort utdanning";65,704;-0,38482
"2105";"Spania";"51010225";"5101";8;"Jente";"Kort utdanning";46,81653;-1,15001
"2106";"Spania";"51010227";"5101";8;"Gutt";"Høyere utdanning";65,704;-0,40563
"2107";"Spania";"51010228";"5101";8;"Gutt";"VGS";65,704;0,00514
"2108";"Spania";"51010229";"5101";8;"Jente";"Høyere utdanning";40,85939;-0,43277
"2109";"Spania";"51010230";"5101";8;"Annet";"Høyere utdanning";44,59585;-1,37739
"2110";"Spania";"51020101";"5102";8;"Gutt";"VGS";52,66245;-1,4754
"2111";"Spania";"51020102";"5102";8;"Jente";"Kort utdanning";44,59585;-0,07205
"2112";"Spania";"51020103";"5102";8;"Jente";"Kort utdanning";65,704;-0,79139
"2113";"Spania";"51020104";"5102";8;"Jente";"Kort utdanning";65,704;-1,98631
"2114";"Spania";"51020107";"5102";8;"Gutt";"VGS";44,59585;-0,65971
"2115";"Spania";"51020108";"5102";8;"Gutt";"Høyere utdanning";65,704;1,49832
"2116";"Spania";"51020109";"5102";8;"Gutt";"Kort utdanning";44,59585;-0,02199
"2117";"Spania";"51020110";"5102";8;"Gutt";"Høyere utdanning";65,704;-0,3888
"2118";"Spania";"51020111";"5102";8;"Jente";"VGS";57,13913;-0,35557
"2119";"Spania";"51020113";"5102";8;"Gutt";"VGS";65,704;-1,01456
"2120";"Spania";"51020114";"5102";8;"Gutt";"VGS";44,59585;-0,91654
"2121";"Spania";"51020115";"5102";8;"Gutt";"VGS";34,6202;-1,25013
"2122";"Spania";"51020116";"5102";8;"Gutt";"VGS";65,704;-1,01666
"2123";"Spania";"51020117";"5102";8;"Gutt";"Ungdomsskole";39,20663;-1,15001
"2124";"Spania";"51020118";"5102";8;"Jente";"Kort utdanning";57,13913;0,66202
"2125";"Spania";"51020121";"5102";8;"Jente";"Høyere utdanning";65,704;0,94765
"2126";"Spania";"51020122";"5102";8;"Jente";"Høyere utdanning";52,66245;-0,91444
"2127";"Spania";"51020123";"5102";8;"Gutt";"Høyere utdanning";65,704;-0,50365
"2128";"Spania";"51020124";"5102";8;"Gutt";"VGS";37,63793;-0,706
"2129";"Spania";"51020125";"5102";8;"Gutt";"VGS";44,59585;-1,10534
"2130";"Spania";"51020126";"5102";8;"Gutt";"Høyere utdanning";39,20663;1,17735
"2131";"Spania";"51020127";"5102";8;"Jente";"Høyere utdanning";65,704;-0,79959
"2132";"Spania";"51020128";"5102";8;"Annet";"Høyere utdanning";15,93837;-1,2148
"2133";"Spania";"51020129";"5102";8;"Annet";"Kort utdanning";28,03514;-1,37528
"2134";"Spania";"51020130";"5102";8;"Annet";"Ungdomsskole";40,85939;0,23861
"2135";"Spania";"51030101";"5103";8;"Gutt";"Høyere utdanning";57,13913;0,00514
"2136";"Spania";"51030102";"5103";8;"Gutt";"Høyere utdanning";37,63793;0,26364
"2137";"Spania";"51030103";"5103";8;"Jente";"Ungdomsskole";65,704;-0,75395
"2138";"Spania";"51030104";"5103";8;"Gutt";"VGS";44,59585;-0,81431
"2139";"Spania";"51030105";"5103";8;"Jente";"Høyere utdanning";65,704;-1,08965
"2140";"Spania";"51030106";"5103";8;"Jente";"Høyere utdanning";42,6371;0,26153
"2141";"Spania";"51030107";"5103";8;"Gutt";"VGS";49,42491;-0,22012
"2142";"Spania";"51030108";"5103";8;"Jente";"Høyere utdanning";49,42491;-1,25013
"2143";"Spania";"51030110";"5103";8;"Gutt";"Ungdomsskole";37,63793;0,30129
"2144";"Spania";"51030111";"5103";8;"Jente";"Kort utdanning";42,6371;0,20328
"2145";"Spania";"51030112";"5103";8;"Gutt";"Høyere utdanning";65,704;-1,8111
"2146";"Spania";"51030113";"5103";8;"Jente";"Høyere utdanning";65,704;0,49711
"2147";"Spania";"51030114";"5103";8;"Jente";"Høyere utdanning";49,42491;-1,08965
"2148";"Spania";"51030116";"5103";8;"Gutt";"Ungdomsskole";37,63793;0,66413
"2149";"Spania";"51030118";"5103";8;"Gutt";"Ungdomsskole";44,59585;-0,21359
"2150";"Spania";"51030120";"5103";8;"Gutt";"Høyere utdanning";40,85939;0,13638
"2151";"Spania";"51030122";"5103";8;"Jente";"Høyere utdanning";49,42491;-0,22012
"2152";"Spania";"51030123";"5103";8;"Jente";"Høyere utdanning";44,59585;1,24802
"2153";"Spania";"51040201";"5104";8;"Jente";"Høyere utdanning";65,704;1,34814
"2154";"Spania";"51040203";"5104";8;"Gutt";"Høyere utdanning";65,704;0,0531
"2155";"Spania";"51040204";"5104";8;"Jente";"Høyere utdanning";65,704;-0,24515
"2156";"Spania";"51040205";"5104";8;"Jente";"Høyere utdanning";57,13913;1,52335
"2157";"Spania";"51040206";"5104";8;"Jente";"Høyere utdanning";65,704;0,51184
"2158";"Spania";"51040207";"5104";8;"Gutt";"Ungdomsskole";40,85939;1,04777
"2159";"Spania";"51040208";"5104";8;"Jente";"Høyere utdanning";65,704;0,96238
"2160";"Spania";"51040209";"5104";8;"Gutt";"VGS";36,11853;0,77244
"2161";"Spania";"51040210";"5104";8;"Jente";"Høyere utdanning";42,6371;-1,15212
"2162";"Spania";"51040212";"5104";8;"Jente";"Høyere utdanning";65,704;0,66413
"2163";"Spania";"51040213";"5104";8;"Jente";"Høyere utdanning";65,704;0,32843
"2164";"Spania";"51040214";"5104";8;"Jente";"Høyere utdanning";65,704;0,65593
"2165";"Spania";"51040215";"5104";8;"Gutt";"VGS";65,704;-0,53079
"2166";"Spania";"51040216";"5104";8;"Jente";"Høyere utdanning";57,13913;0,60376
"2167";"Spania";"51040217";"5104";8;"Jente";"Høyere utdanning";65,704;1,84874
"2168";"Spania";"51040218";"5104";8;"Jente";"Høyere utdanning";65,704;1,57341
"2169";"Spania";"51040219";"5104";8;"Jente";"Høyere utdanning";65,704;-0,10527
"2170";"Spania";"51040220";"5104";8;"Gutt";"VGS";37,63793;-1,04169
"2171";"Spania";"51040221";"5104";8;"Jente";"VGS";52,66245;0,47208
"2172";"Spania";"51040222";"5104";8;"Jente";"Høyere utdanning";65,704;1,46509
"2173";"Spania";"51040223";"5104";8;"Gutt";"Kort utdanning";39,20663;-0,09708
"2174";"Spania";"51040224";"5104";8;"Jente";"Kort utdanning";64,49352;0,32843
"2175";"Spania";"51050401";"5105";8;"Gutt";"Kort utdanning";52,66245;0,77244
"2176";"Spania";"51050402";"5105";8;"Jente";"VGS";65,704;0,02807
"2177";"Spania";"51050403";"5105";8;"Jente";"VGS";65,704;-1,63589
"2178";"Spania";"51050404";"5105";8;"Gutt";"Kort utdanning";37,63793;1,04777
"2179";"Spania";"51050405";"5105";8;"Gutt";"Høyere utdanning";49,42491;0,10982
"2180";"Spania";"51050406";"5105";8;"Gutt";"VGS";40,85939;0,65172
"2181";"Spania";"51050407";"5105";8;"Annet";"VGS";44,59585;-1,47751
"2182";"Spania";"51050408";"5105";8;"Gutt";"VGS";65,24834;-0,98953
"2183";"Spania";"51050409";"5105";8;"Gutt";"VGS";44,59585;1,57341
"2184";"Spania";"51050410";"5105";8;"Gutt";"Ungdomsskole";39,20663;-1,78607
"2185";"Spania";"51050411";"5105";8;"Jente";"VGS";57,13913;-0,76847
"2186";"Spania";"51050412";"5105";8;"Jente";"VGS";65,704;-0,49103
"2187";"Spania";"51050413";"5105";8;"Gutt";"VGS";65,704;-1,91122
"2188";"Spania";"51050414";"5105";8;"Jente";"Ungdomsskole";65,704;0,96238
"2189";"Spania";"51050415";"5105";8;"Gutt";"Høyere utdanning";40,85939;1,1479
"2190";"Spania";"51050416";"5105";8;"Jente";"Høyere utdanning";65,704;1,42323
"2191";"Spania";"51050417";"5105";8;"Gutt";"VGS";57,13913;-0,52868
"2192";"Spania";"51050418";"5105";8;"Gutt";"Høyere utdanning";36,11853;0,71208
"2193";"Spania";"51050419";"5105";8;"Gutt";"Høyere utdanning";65,704;1,56311
