"";"Land";"Elev-ID";"Skole-ID";"Trinn";"Kjønn";"Forventet utdanning";"Likestilling";"Sosioøkonomisk status"
"3800";"Norge";"50190116";"5019";9;"Jente";"Ungdomsskole";65,704;-0,05765
"3801";"Norge";"50190117";"5019";9;"Gutt";"Høyere utdanning";65,704;1,56956
"3802";"Norge";"50190118";"5019";9;"Gutt";"VGS";65,704;-0,6168
"3803";"Norge";"50190121";"5019";9;"Gutt";"Høyere utdanning";65,704;-1,87948
"3804";"Norge";"50190122";"5019";9;"Gutt";"Høyere utdanning";52,66245;-0,56148
"3805";"Norge";"50190123";"5019";9;"Gutt";"Høyere utdanning";65,704;0,53015
"3806";"Norge";"50190124";"5019";9;"Gutt";"Høyere utdanning";37,63793;0,8418
"3807";"Norge";"50190125";"5019";9;"Gutt";"Høyere utdanning";65,704;0,89403
"3808";"Norge";"50190126";"5019";9;"Gutt";"Høyere utdanning";57,13913;0,89778
"3809";"Norge";"50190127";"5019";9;"Jente";"Høyere utdanning";65,704;0,81381
"3810";"Norge";"50190128";"5019";9;"Gutt";"Høyere utdanning";49,42491;1,09371
"3811";"Norge";"50190129";"5019";9;"Jente";"Høyere utdanning";49,42491;-0,25292
"3812";"Norge";"50190130";"5019";9;"Annet";"Høyere utdanning";36,11853;1,31764
"3813";"Norge";"50190201";"5019";9;"Jente";"Høyere utdanning";65,704;0,75407
"3814";"Norge";"50190202";"5019";9;"Annet";"Høyere utdanning";52,66245;-0,12408
"3815";"Norge";"50190203";"5019";9;"Jente";"Høyere utdanning";65,704;0,69809
"3816";"Norge";"50190204";"5019";9;"Gutt";"VGS";49,42491;-0,16454
"3817";"Norge";"50190205";"5019";9;"Gutt";"Høyere utdanning";65,704;1,31764
"3818";"Norge";"50190206";"5019";9;"Gutt";"Høyere utdanning";57,13913;0,14661
"3819";"Norge";"50190208";"5019";9;"Jente";"Høyere utdanning";65,704;1,14969
"3820";"Norge";"50190210";"5019";9;"Jente";"VGS";65,704;-0,16454
"3821";"Norge";"50190211";"5019";9;"Jente";"VGS";65,704;0,52169
"3822";"Norge";"50190212";"5019";9;"Jente";"VGS";65,704;-1,46403
"3823";"Norge";"50190213";"5019";9;"Jente";"Høyere utdanning";44,59585;1,03773
"3824";"Norge";"50190214";"5019";9;"Gutt";"Høyere utdanning";65,704;0,70184
"3825";"Norge";"50190215";"5019";9;"Gutt";"Høyere utdanning";37,63793;0,59731
"3826";"Norge";"50190216";"5019";9;"Jente";"VGS";65,704;-1,35206
"3827";"Norge";"50190218";"5019";9;"Annet";"Høyere utdanning";49,42491;-0,00917
"3828";"Norge";"50190219";"5019";9;"Gutt";"Høyere utdanning";49,42491;0,44993
"3829";"Norge";"50190220";"5019";9;"Jente";"Kort utdanning";65,704;0,17068
"3830";"Norge";"50190221";"5019";9;"Jente";"Høyere utdanning";65,704;0,72608
"3831";"Norge";"50190222";"5019";9;"Gutt";"Høyere utdanning";65,704;0,83805
"3832";"Norge";"50190223";"5019";9;"Jente";"Kort utdanning";49,42491;1,14969
"3833";"Norge";"50190224";"5019";9;"Jente";"Ungdomsskole";37,63793;0,14203
"3834";"Norge";"50190226";"5019";9;"Jente";"Kort utdanning";65,704;1,26166
"3835";"Norge";"50190227";"5019";9;"Gutt";"Kort utdanning";65,704;1,00974
"3836";"Norge";"50190228";"5019";9;"Jente";"Høyere utdanning";65,704;1,56956
"3837";"Norge";"50190229";"5019";9;"Jente";"Høyere utdanning";65,704;0,58679
"3838";"Norge";"50190230";"5019";9;"Gutt";"Ungdomsskole";65,704;0,0543
"3839";"Norge";"50200201";"5020";9;"Jente";"Høyere utdanning";65,704;-0,34131
"3840";"Norge";"50200202";"5020";9;"Jente";"Ungdomsskole";65,704;-0,75234
"3841";"Norge";"50200203";"5020";9;"Gutt";"VGS";34,6202;-0,59322
"3842";"Norge";"50200204";"5020";9;"Jente";"VGS";42,6371;-0,87181
"3843";"Norge";"50200205";"5020";9;"Gutt";"VGS";42,6371;-1,42787
"3844";"Norge";"50200206";"5020";9;"Jente";"Høyere utdanning";57,13913;-0,28533
"3845";"Norge";"50200207";"5020";9;"Annet";"VGS";31,55703;0,41818
"3846";"Norge";"50200208";"5020";9;"Gutt";"Kort utdanning";42,6371;0,27823
"3847";"Norge";"50200209";"5020";9;"Gutt";"Ungdomsskole";42,6371;-0,14096
"3848";"Norge";"50200210";"5020";9;"Jente";"Ungdomsskole";57,13913;-2,32667
"3849";"Norge";"50200211";"5020";9;"Gutt";"Kort utdanning";39,20663;0,89778
"3850";"Norge";"50200212";"5020";9;"Jente";"Høyere utdanning";65,704;-2,2751
"3851";"Norge";"50200213";"5020";9;"Jente";"Høyere utdanning";65,704;-0,58506
"3852";"Norge";"50200214";"5020";9;"Jente";"Høyere utdanning";65,704;-0,75234
"3853";"Norge";"50200215";"5020";9;"Jente";"Høyere utdanning";65,704;-0,86431
"3854";"Norge";"50200216";"5020";9;"Gutt";"VGS";37,63793;-1,28792
"3855";"Norge";"50200217";"5020";9;"Gutt";"Kort utdanning";65,704;-0,84823
"3856";"Norge";"50200218";"5020";9;"Jente";"Kort utdanning";65,704;-1,20836
"3857";"Norge";"50200219";"5020";9;"Gutt";"Kort utdanning";15,93837;-0,05765
"3858";"Norge";"50200220";"5020";9;"Jente";"Kort utdanning";57,13913;-0,50484
"3859";"Norge";"50200222";"5020";9;"Gutt";"Høyere utdanning";39,20663;0,22225
"3860";"Norge";"50200223";"5020";9;"Jente";"Høyere utdanning";57,13913;-0,36113
"3861";"Norge";"50200224";"5020";9;"Gutt";"VGS";39,20663;-1,85148
"3862";"Norge";"50200225";"5020";9;"Gutt";"Ungdomsskole";34,6202;0,50591
"3863";"Norge";"50200226";"5020";9;"Gutt";"VGS";42,6371;-1,3514
"3864";"Norge";"50200227";"5020";9;"Gutt";"VGS";65,704;-0,92779
"3865";"Norge";"50200402";"5020";9;"Jente";"VGS";52,66245;-2,1034
"3866";"Norge";"50200403";"5020";9;"Jente";"Høyere utdanning";65,704;0,72608
"3867";"Norge";"50200405";"5020";9;"Gutt";"VGS";65,704;0,28264
"3868";"Norge";"50200406";"5020";9;"Jente";"Høyere utdanning";57,13913;-0,56016
"3869";"Norge";"50200407";"5020";9;"Gutt";"Høyere utdanning";65,704;0,6701
"3870";"Norge";"50200408";"5020";9;"Jente";"Høyere utdanning";65,704;0,39019
"3871";"Norge";"50200409";"5020";9;"Jente";"Høyere utdanning";65,704;0,47417
"3872";"Norge";"50200410";"5020";9;"Gutt";"VGS";28,03514;-1,46403
"3873";"Norge";"50200411";"5020";9;"Jente";"Høyere utdanning";65,704;1,20568
"3874";"Norge";"50200412";"5020";9;"Gutt";"VGS";40,85939;-0,47685
"3875";"Norge";"50200415";"5020";9;"Jente";"Høyere utdanning";37,63793;1,82284
"3876";"Norge";"50200416";"5020";9;"Jente";"Høyere utdanning";65,704;1,03773
"3877";"Norge";"50200417";"5020";9;"Gutt";"Kort utdanning";42,6371;0,08229
"3878";"Norge";"50200418";"5020";9;"Gutt";"Høyere utdanning";44,59585;-0,02966
"3879";"Norge";"50200419";"5020";9;"Annet";"VGS";57,13913;0,64586
"3880";"Norge";"50200420";"5020";9;"Jente";"Høyere utdanning";65,704;0,95376
"3881";"Norge";"50200421";"5020";9;"Gutt";"VGS";57,13913;0,02631
"3882";"Norge";"50200424";"5020";9;"Gutt";"VGS";65,704;0,05055
"3883";"Norge";"50200425";"5020";9;"Gutt";"Kort utdanning";40,85939;0,02631
"3884";"Norge";"50210101";"5021";9;"Jente";"Ungdomsskole";52,66245;0,22225
"3885";"Norge";"50210102";"5021";9;"Jente";"Høyere utdanning";65,704;-1,26434
"3886";"Norge";"50210103";"5021";9;"Gutt";"Ungdomsskole";49,42491;-0,9851
"3887";"Norge";"50210104";"5021";9;"Jente";"Høyere utdanning";65,704;1,59755
"3888";"Norge";"50210105";"5021";9;"Gutt";"Høyere utdanning";49,42491;0,58613
"3889";"Norge";"50210106";"5021";9;"Gutt";"Høyere utdanning";37,63793;-0,08939
"3890";"Norge";"50210107";"5021";9;"Jente";"Høyere utdanning";65,704;1,45759
"3891";"Norge";"50210108";"5021";9;"Gutt";"Kort utdanning";42,6371;-1,35206
"3892";"Norge";"50210109";"5021";9;"Gutt";"Kort utdanning";52,66245;0,05055
"3893";"Norge";"50210110";"5021";9;"Jente";"Høyere utdanning";65,704;0,86979
"3894";"Norge";"50210111";"5021";9;"Gutt";"VGS";37,63793;0,19492
"3895";"Norge";"50210112";"5021";9;"Gutt";"Høyere utdanning";65,704;0,61412
"3896";"Norge";"50210113";"5021";9;"Gutt";"Høyere utdanning";37,63793;1,26166
"3897";"Norge";"50210114";"5021";9;"Jente";"Høyere utdanning";57,13913;0,17002
"3898";"Norge";"50210116";"5021";9;"Gutt";"Høyere utdanning";28,03514;-1,29233
"3899";"Norge";"50210118";"5021";9;"Jente";"Høyere utdanning";52,66245;0,58613
"3900";"Norge";"50210120";"5021";9;"Jente";"Høyere utdanning";65,704;-0,1976
"3901";"Norge";"50210122";"5021";9;"Gutt";"VGS";34,18812;0,64586
"3902";"Norge";"50210123";"5021";9;"Jente";"VGS";49,58883;-0,11738
"3903";"Norge";"50210125";"5021";9;"Gutt";"Høyere utdanning";65,704;0,61412
"3904";"Norge";"50210126";"5021";9;"Gutt";"Kort utdanning";52,66245;-0,48126
"3905";"Norge";"50210127";"5021";9;"Jente";"Høyere utdanning";65,704;0,47858
"3906";"Norge";"50210128";"5021";9;"Gutt";"Høyere utdanning";42,6371;0,3622
"3907";"Norge";"50210130";"5021";9;"Jente";"Høyere utdanning";65,704;0,78581
"3908";"Norge";"50210131";"5021";9;"Gutt";"VGS";37,63793;-1,49202
"3909";"Norge";"50210201";"5021";9;"Gutt";"Ungdomsskole";44,59585;0,83429
"3910";"Norge";"50210202";"5021";9;"Jente";"Kort utdanning";65,704;0,30622
"3911";"Norge";"50210204";"5021";9;"Jente";"Høyere utdanning";65,704;1,68152
"3912";"Norge";"50210205";"5021";9;"Gutt";"Høyere utdanning";65,704;1,56956
"3913";"Norge";"50210206";"5021";9;"Gutt";"VGS";44,59585;1,17393
"3914";"Norge";"50210207";"5021";9;"Jente";"Høyere utdanning";65,704;0,36595
"3915";"Norge";"50210209";"5021";9;"Jente";"Høyere utdanning";65,704;-0,10922
"3916";"Norge";"50210210";"5021";9;"Gutt";"Høyere utdanning";39,20663;1,26166
"3917";"Norge";"50210211";"5021";9;"Gutt";"Høyere utdanning";40,85939;-0,22559
"3918";"Norge";"50210212";"5021";9;"Gutt";"VGS";42,6371;-0,30957
"3919";"Norge";"50210213";"5021";9;"Gutt";"Høyere utdanning";49,42491;-0,43686
"3920";"Norge";"50210214";"5021";9;"Jente";"Høyere utdanning";65,704;0,83805
"3921";"Norge";"50210215";"5021";9;"Jente";"Høyere utdanning";65,704;0,41443
"3922";"Norge";"50210218";"5021";9;"Jente";"Kort utdanning";65,704;0,8418
"3923";"Norge";"50210219";"5021";9;"Gutt";"VGS";42,6371;-1,01242
"3924";"Norge";"50210220";"5021";9;"Gutt";"Kort utdanning";57,13913;0,39461
"3925";"Norge";"50210221";"5021";9;"Jente";"Høyere utdanning";65,704;0,19867
"3926";"Norge";"50210222";"5021";9;"Jente";"Høyere utdanning";65,704;-0,56457
"3927";"Norge";"50210223";"5021";9;"Jente";"Høyere utdanning";65,704;-1,15679
"3928";"Norge";"50210224";"5021";9;"Gutt";"VGS";57,13913;-0,39729
"3929";"Norge";"50210226";"5021";9;"Gutt";"Kort utdanning";34,6202;-1,48827
"3930";"Norge";"50210227";"5021";9;"Gutt";"Høyere utdanning";65,704;1,14969
"3931";"Norge";"50210228";"5021";9;"Jente";"Ungdomsskole";65,704;-2,30309
"3932";"Norge";"50210229";"5021";9;"Jente";"Høyere utdanning";65,704;1,03839
"3933";"Norge";"50210230";"5021";9;"Jente";"Høyere utdanning";65,704;-1,03666
"3934";"Norge";"50210231";"5021";9;"Jente";"Kort utdanning";65,704;-0,47685
"3935";"Norge";"50210232";"5021";9;"Gutt";"Kort utdanning";25,77277;0,39461
"3936";"Norge";"50210233";"5021";9;"Gutt";"Høyere utdanning";65,704;0,41818
"3937";"Norge";"50220201";"5022";9;"Jente";"Høyere utdanning";65,704;0,41818
"3938";"Norge";"50220202";"5022";9;"Gutt";"Kort utdanning";40,85939;0,95376
"3939";"Norge";"50220203";"5022";9;"Jente";"Ungdomsskole";65,704;0,33046
"3940";"Norge";"50220204";"5022";9;"Gutt";"Høyere utdanning";65,704;0,33046
"3941";"Norge";"50220205";"5022";9;"Gutt";"Ungdomsskole";37,63793;-2,94041
"3942";"Norge";"50220206";"5022";9;"Jente";"Høyere utdanning";65,704;0,30622
"3943";"Norge";"50220207";"5022";9;"Gutt";"VGS";65,704;-0,44511
"3944";"Norge";"50220208";"5022";9;"Gutt";"VGS";40,85939;-0,47685
"3945";"Norge";"50220209";"5022";9;"Gutt";"Høyere utdanning";65,704;0,98203
"3946";"Norge";"50220212";"5022";9;"Gutt";"Kort utdanning";49,42491;-0,22118
"3947";"Norge";"50220213";"5022";9;"Jente";"Høyere utdanning";65,704;0,39019
"3948";"Norge";"50220214";"5022";9;"Gutt";"Høyere utdanning";42,6371;-0,28441
"3949";"Norge";"50220215";"5022";9;"Gutt";"VGS";37,63793;0,75407
"3950";"Norge";"50220216";"5022";9;"Gutt";"Høyere utdanning";52,66245;1,31764
"3951";"Norge";"50220217";"5022";9;"Jente";"Høyere utdanning";52,66245;-0,11738
"3952";"Norge";"50220218";"5022";9;"Jente";"Ungdomsskole";65,704;-0,11738
"3953";"Norge";"50220219";"5022";9;"Gutt";"VGS";65,704;-1,90747
"3954";"Norge";"50220220";"5022";9;"Jente";"Høyere utdanning";65,704;1,03773
"3955";"Norge";"50220222";"5022";9;"Gutt";"VGS";37,63793;-1,88981
"3956";"Norge";"50220223";"5022";9;"Jente";"Høyere utdanning";65,704;0,39019
"3957";"Norge";"50220224";"5022";9;"Jente";"Ungdomsskole";49,42491;1,34563
"3958";"Norge";"50220501";"5022";9;"Jente";"VGS";65,704;0,19051
"3959";"Norge";"50220502";"5022";9;"Jente";"Høyere utdanning";37,63793;1,09371
"3960";"Norge";"50220503";"5022";9;"Jente";"Høyere utdanning";52,66245;-0,05324
"3961";"Norge";"50220504";"5022";9;"Gutt";"Ungdomsskole";37,63793;0,58613
"3962";"Norge";"50220505";"5022";9;"Jente";"Høyere utdanning";65,704;0,33796
"3963";"Norge";"50220506";"5022";9;"Jente";"VGS";65,704;0,72608
"3964";"Norge";"50220507";"5022";9;"Jente";"Høyere utdanning";65,704;-1,23194
"3965";"Norge";"50220508";"5022";9;"Jente";"Høyere utdanning";65,704;1,00974
"3966";"Norge";"50220509";"5022";9;"Jente";"Høyere utdanning";65,704;-1,5917
"3967";"Norge";"50220510";"5022";9;"Gutt";"Ungdomsskole";40,08557;-1,17971
"3968";"Norge";"50220511";"5022";9;"Gutt";"Høyere utdanning";65,704;0,86979
"3969";"Norge";"50220513";"5022";9;"Jente";"Ungdomsskole";49,42491;-2,80696
"3970";"Norge";"50220514";"5022";9;"Jente";"Kort utdanning";42,6371;-1,85792
"3971";"Norge";"50220516";"5022";9;"Gutt";"Kort utdanning";37,63793;1,03773
"3972";"Norge";"50220517";"5022";9;"Jente";"Ungdomsskole";50,88429;-3,29269
"3973";"Norge";"50220518";"5022";9;"Annet";"Ungdomsskole";65,704;-0,50484
"3974";"Norge";"50240101";"5024";9;"Jente";"Høyere utdanning";65,704;-0,42087
"3975";"Norge";"50240102";"5024";9;"Jente";"Høyere utdanning";57,13913;0,89778
"3976";"Norge";"50240103";"5024";9;"Jente";"Høyere utdanning";57,13913;0,39019
"3977";"Norge";"50240104";"5024";9;"Jente";"Høyere utdanning";65,704;-1,15238
"3978";"Norge";"50240105";"5024";9;"Gutt";"Ungdomsskole";37,63793;0,05805
"3979";"Norge";"50240107";"5024";9;"Gutt";"Kort utdanning";40,85939;-0,16961
"3980";"Norge";"50240108";"5024";9;"Gutt";"Høyere utdanning";46,25673;0,41818
"3981";"Norge";"50240109";"5024";9;"Gutt";"Høyere utdanning";57,13913;0,47792
"3982";"Norge";"50240110";"5024";9;"Jente";"Høyere utdanning";49,42491;-0,02591
"3983";"Norge";"50240112";"5024";9;"Jente";"Høyere utdanning";65,704;-0,56457
"3984";"Norge";"50240113";"5024";9;"Jente";"Høyere utdanning";65,704;-0,98818
"3985";"Norge";"50240114";"5024";9;"Gutt";"Høyere utdanning";39,20663;-0,48126
"3986";"Norge";"50240116";"5024";9;"Gutt";"Høyere utdanning";44,59585;0,75407
"3987";"Norge";"50240117";"5024";9;"Gutt";"Høyere utdanning";33,11239;0,8418
"3988";"Norge";"50240118";"5024";9;"Gutt";"Høyere utdanning";46,81653;1,61007
"3989";"Norge";"50240119";"5024";9;"Gutt";"Kort utdanning";39,20663;-0,95578
"3990";"Norge";"50240120";"5024";9;"Jente";"VGS";65,704;0,72983
"3991";"Norge";"50240122";"5024";9;"Gutt";"VGS";42,6371;0,8418
"3992";"Norge";"50240123";"5024";9;"Jente";"Høyere utdanning";57,13913;0,02631
"3993";"Norge";"50240124";"5024";9;"Gutt";"VGS";39,20663;-1,29233
"3994";"Norge";"50240125";"5024";9;"Jente";"VGS";65,704;-0,90046
"3995";"Norge";"50240126";"5024";9;"Jente";"VGS";39,20663;-0,08189
"3996";"Norge";"50240203";"5024";9;"Annet";"Høyere utdanning";37,63793;-0,08939
"3997";"Norge";"50240204";"5024";9;"Jente";"Høyere utdanning";65,704;1,14969
"3998";"Norge";"50240205";"5024";9;"Gutt";"Høyere utdanning";36,11853;0,08229
"3999";"Norge";"50240206";"5024";9;"Gutt";"VGS";42,6371;-0,47244
"4000";"Norge";"50240207";"5024";9;"Jente";"Høyere utdanning";65,704;-1,10991
"4001";"Norge";"50240208";"5024";9;"Jente";"Høyere utdanning";65,704;1,03773
"4002";"Norge";"50240209";"5024";9;"Jente";"Høyere utdanning";65,704;0,8418
"4003";"Norge";"50240210";"5024";9;"Gutt";"VGS";36,11853;-1,26602
"4004";"Norge";"50240212";"5024";9;"Gutt";"Kort utdanning";39,20663;-0,89671
"4005";"Norge";"50240213";"5024";9;"Gutt";"VGS";65,704;-0,61305
"4006";"Norge";"50240214";"5024";9;"Gutt";"VGS";65,704;-1,37189
"4007";"Norge";"50240215";"5024";9;"Gutt";"Høyere utdanning";57,13913;-1,04483
"4008";"Norge";"50240216";"5024";9;"Gutt";"Kort utdanning";65,704;-1,46403
"4009";"Norge";"50240218";"5024";9;"Gutt";"Høyere utdanning";63,8905;-1,2077
"4010";"Norge";"50240219";"5024";9;"Gutt";"Høyere utdanning";65,704;-0,16961
"4011";"Norge";"50240221";"5024";9;"Gutt";"VGS";65,704;0,78581
"4012";"Norge";"50240222";"5024";9;"Gutt";"VGS";37,63793;-2,15872
"4013";"Norge";"50240223";"5024";9;"Jente";"Kort utdanning";49,42491;-0,3693
"4014";"Norge";"50240224";"5024";9;"Jente";"Kort utdanning";57,13913;0,30247
"4015";"Norge";"50240225";"5024";9;"Jente";"VGS";65,704;-2,41505
"4016";"Norge";"50240226";"5024";9;"Gutt";"Kort utdanning";65,704;-0,26109
"4017";"Norge";"50240227";"5024";9;"Gutt";"Høyere utdanning";57,13913;0,17002
"4018";"Norge";"50240228";"5024";9;"Gutt";"VGS";49,42491;-0,30957
"4019";"Norge";"50240229";"5024";9;"Jente";"Høyere utdanning";65,704;-0,15163
"4020";"Norge";"50240230";"5024";9;"Gutt";"Kort utdanning";57,13913;1,09371
"4021";"Norge";"50250101";"5025";9;"Gutt";"Høyere utdanning";46,81653;0,83429
"4022";"Norge";"50250103";"5025";9;"Jente";"VGS";65,704;-0,28533
"4023";"Norge";"50250104";"5025";9;"Gutt";"Ungdomsskole";65,704;0,64211
"4024";"Norge";"50250106";"5025";9;"Jente";"Kort utdanning";65,704;-0,1652
"4025";"Norge";"50250107";"5025";9;"Gutt";"Høyere utdanning";44,59585;-0,02966
"4026";"Norge";"50250108";"5025";9;"Jente";"Høyere utdanning";65,704;0,36595
"4027";"Norge";"50250109";"5025";9;"Jente";"Høyere utdanning";65,704;0,33796
"4028";"Norge";"50250110";"5025";9;"Gutt";"Ungdomsskole";39,20663;-3,05443
"4029";"Norge";"50250111";"5025";9;"Jente";"Høyere utdanning";65,704;0,89778
"4030";"Norge";"50250112";"5025";9;"Gutt";"Høyere utdanning";49,42491;0,41818
"4031";"Norge";"50250113";"5025";9;"Gutt";"Høyere utdanning";49,42491;1,00974
"4032";"Norge";"50250114";"5025";9;"Gutt";"Høyere utdanning";42,6371;0,8418
"4033";"Norge";"50250115";"5025";9;"Jente";"Høyere utdanning";65,704;0,58988
"4034";"Norge";"50250116";"5025";9;"Gutt";"Høyere utdanning";44,59585;-0,90487
"4035";"Norge";"50250117";"5025";9;"Gutt";"Kort utdanning";65,704;0,75407
"4036";"Norge";"50250118";"5025";9;"Jente";"Høyere utdanning";65,704;-0,013
"4037";"Norge";"50250119";"5025";9;"Annet";"Høyere utdanning";39,20663;0,8418
"4038";"Norge";"50250120";"5025";9;"Jente";"Høyere utdanning";65,704;-0,56457
"4039";"Norge";"50250121";"5025";9;"Gutt";"Kort utdanning";65,704;0,58613
"4040";"Norge";"50250122";"5025";9;"Jente";"Høyere utdanning";65,704;0,47417
"4041";"Norge";"50250123";"5025";9;"Jente";"VGS";46,87167;-1,03666
"4042";"Norge";"50250124";"5025";9;"Jente";"Høyere utdanning";65,704;0,98175
"4043";"Norge";"50250125";"5025";9;"Gutt";"Høyere utdanning";65,704;1,03773
"4044";"Norge";"50250126";"5025";9;"Jente";"Høyere utdanning";65,704;0,95376
"4045";"Norge";"50250127";"5025";9;"Jente";"Høyere utdanning";65,704;-0,1976
"4046";"Norge";"50250128";"5025";9;"Gutt";"VGS";65,704;0,19492
"4047";"Norge";"50250302";"5025";9;"Jente";"Høyere utdanning";65,704;0,89778
"4048";"Norge";"50250303";"5025";9;"Jente";"Høyere utdanning";65,704;0,89778
"4049";"Norge";"50250304";"5025";9;"Gutt";"Ungdomsskole";15,93837;0,95376
"4050";"Norge";"50250305";"5025";9;"Gutt";"Kort utdanning";65,704;-1,15238
"4051";"Norge";"50250306";"5025";9;"Jente";"Ungdomsskole";65,704;-0,029
"4052";"Norge";"50250308";"5025";9;"Jente";"Høyere utdanning";65,704;-1,60398
"4053";"Norge";"50250310";"5025";9;"Jente";"Høyere utdanning";65,704;-0,05765
"4054";"Norge";"50250311";"5025";9;"Annet";"Ungdomsskole";65,704;-0,19319
"4055";"Norge";"50250313";"5025";9;"Gutt";"Høyere utdanning";52,66245;1,07843
"4056";"Norge";"50250314";"5025";9;"Gutt";"Høyere utdanning";65,704;0,41443
"4057";"Norge";"50250315";"5025";9;"Jente";"Kort utdanning";65,704;0,89778
"4058";"Norge";"50250316";"5025";9;"Gutt";"Kort utdanning";36,11853;-0,92911
"4059";"Norge";"50250317";"5025";9;"Gutt";"Høyere utdanning";37,75679;1,68152
"4060";"Norge";"50250318";"5025";9;"Jente";"Høyere utdanning";37,63793;-1,01684
"4061";"Norge";"50250320";"5025";9;"Jente";"Kort utdanning";65,704;-0,90046
"4062";"Norge";"50250321";"5025";9;"Jente";"Høyere utdanning";49,42491;-0,10922
"4063";"Norge";"50250322";"5025";9;"Jente";"Høyere utdanning";49,42491;0,95376
"4064";"Norge";"50250323";"5025";9;"Jente";"Høyere utdanning";65,704;0,41818
"4065";"Norge";"50250324";"5025";9;"Gutt";"Høyere utdanning";65,704;0,89778
"4066";"Norge";"50250325";"5025";9;"Jente";"VGS";65,704;-0,75303
"4067";"Norge";"50250326";"5025";9;"Jente";"VGS";65,704;-1,00867
"4068";"Norge";"50260101";"5026";9;"Jente";"Høyere utdanning";65,704;1,68152
"4069";"Norge";"50260103";"5026";9;"Jente";"Høyere utdanning";65,704;-0,76492
"4070";"Norge";"50260104";"5026";9;"Jente";"Kort utdanning";65,704;-0,6168
"4071";"Norge";"50260106";"5026";9;"Gutt";"Ungdomsskole";42,6371;0,8418
"4072";"Norge";"50260108";"5026";9;"Gutt";"Høyere utdanning";65,704;1,00974
"4073";"Norge";"50260110";"5026";9;"Jente";"Ungdomsskole";64,49352;0,49576
"4074";"Norge";"50260112";"5026";9;"Gutt";"Kort utdanning";65,704;-0,14096
"4075";"Norge";"50260113";"5026";9;"Jente";"Kort utdanning";62,87645;1,00974
"4076";"Norge";"50260114";"5026";9;"Jente";"Høyere utdanning";65,704;0,37413
"4077";"Norge";"50260115";"5026";9;"Gutt";"Kort utdanning";37,63793;0,53015
"4078";"Norge";"50260116";"5026";9;"Gutt";"Ungdomsskole";34,6202;-1,32474
"4079";"Norge";"50260117";"5026";9;"Jente";"Høyere utdanning";65,704;0,89778
"4080";"Norge";"50260118";"5026";9;"Gutt";"Høyere utdanning";65,704;1,00974
"4081";"Norge";"50260120";"5026";9;"Jente";"Høyere utdanning";57,13913;-0,79662
"4082";"Norge";"50260121";"5026";9;"Gutt";"Høyere utdanning";65,704;-0,08056
"4083";"Norge";"50260123";"5026";9;"Jente";"Høyere utdanning";65,704;1,06572
"4084";"Norge";"50260125";"5026";9;"Gutt";"Kort utdanning";65,704;0,24649
"4085";"Norge";"50260126";"5026";9;"Jente";"Høyere utdanning";37,63793;0,17068
"4086";"Norge";"50260127";"5026";9;"Gutt";"Kort utdanning";34,6202;-0,22559
"4087";"Norge";"50260129";"5026";9;"Jente";"VGS";65,704;-1,76751
"4088";"Norge";"50260130";"5026";9;"Jente";"Ungdomsskole";65,704;-0,08564
"4089";"Norge";"50260131";"5026";9;"Jente";"Høyere utdanning";65,704;0,89778
"4090";"Norge";"50260201";"5026";9;"Jente";"Høyere utdanning";65,704;0,89778
"4091";"Norge";"50260202";"5026";9;"Jente";"Høyere utdanning";65,704;0,25024
"4092";"Norge";"50260203";"5026";9;"Jente";"Høyere utdanning";65,704;0,67385
"4093";"Norge";"50260204";"5026";9;"Gutt";"Ungdomsskole";65,704;-0,02591
"4094";"Norge";"50260207";"5026";9;"Jente";"Høyere utdanning";65,704;0,8418
"4095";"Norge";"50260208";"5026";9;"Gutt";"Høyere utdanning";36,11853;1,00974
"4096";"Norge";"50260212";"5026";9;"Jente";"Høyere utdanning";65,704;0,02631
"4097";"Norge";"50260213";"5026";9;"Jente";"Høyere utdanning";49,42491;0,05055
"4098";"Norge";"50260214";"5026";9;"Jente";"Høyere utdanning";44,59585;0,86979
"4099";"Norge";"50260216";"5026";9;"Jente";"VGS";65,704;0,82219
"4100";"Norge";"50260217";"5026";9;"Jente";"Ungdomsskole";34,6202;1,25791
"4101";"Norge";"50260218";"5026";9;"Jente";"Kort utdanning";65,704;-0,47685
"4102";"Norge";"50260219";"5026";9;"Gutt";"Høyere utdanning";15,93837;-0,16961
"4103";"Norge";"50260220";"5026";9;"Gutt";"Ungdomsskole";40,85939;0,64586
"4104";"Norge";"50260221";"5026";9;"Jente";"Høyere utdanning";65,704;0,36595
"4105";"Norge";"50260222";"5026";9;"Gutt";"Høyere utdanning";37,63793;-1,01483
"4106";"Norge";"50260223";"5026";9;"Gutt";"Ungdomsskole";42,6371;0,1927
"4107";"Norge";"50260224";"5026";9;"Jente";"Høyere utdanning";57,13913;1,59755
"4108";"Norge";"50260226";"5026";9;"Gutt";"VGS";52,66245;-1,09198
"4109";"Norge";"50270101";"5027";9;"Gutt";"Ungdomsskole";49,42491;0,28108
"4110";"Norge";"50270102";"5027";9;"Annet";"Høyere utdanning";37,63793;0,34006
"4111";"Norge";"50270104";"5027";9;"Jente";"Høyere utdanning";65,704;0,95376
"4112";"Norge";"50270106";"5027";9;"Jente";"VGS";65,704;-0,029
"4113";"Norge";"50270108";"5027";9;"Gutt";"Ungdomsskole";49,42491;0,50591
